Fecha,Producto,Ventas
2024-11-07,Laptop Dell Inspiron,5
2024-10-10,Laptop Dell Inspiron,6
2025-01-07,Laptop Dell Inspiron,4
2023-05-29,Monitor 24 pulgadas,8
2025-05-29,Monitor 24 pulgadas,6
2023-07-24,Tarjeta Gráfica RTX 4060,1
2024-08-15,Tarjeta Gráfica RTX 4060,5
2023-04-10,Laptop Dell Inspiron,3
2024-02-15,Memoria RAM 16GB,16
2025-02-01,Laptop Dell Inspiron,9
2025-03-16,Memoria RAM 16GB,14
2024-08-25,Monitor 24 pulgadas,17
2024-06-16,Monitor 24 pulgadas,6
2025-01-04,Laptop Dell Inspiron,8
2026-01-07,Procesador Ryzen 5,6
2024-12-30,Monitor 24 pulgadas,6
2024-01-01,Procesador Ryzen 5,10
2025-10-16,Laptop Dell Inspiron,6
2024-11-16,Tarjeta Gráfica RTX 4060,33
2025-04-03,Memoria RAM 16GB,14
2026-02-19,Tarjeta Gráfica RTX 4060,3
2024-11-14,Monitor 24 pulgadas,9
2024-09-05,Tarjeta Gráfica RTX 4060,7
2025-12-10,Procesador Ryzen 5,24
2024-02-29,Laptop Dell Inspiron,5
2023-06-11,Laptop Dell Inspiron,7
2025-05-01,Memoria RAM 16GB,18
2023-11-19,Monitor 24 pulgadas,29
2025-01-02,Procesador Ryzen 5,11
2025-11-22,Laptop Dell Inspiron,32
2024-04-19,Monitor 24 pulgadas,11
2024-05-17,Laptop Dell Inspiron,8
2025-06-10,Memoria RAM 16GB,18
2025-08-30,Monitor 24 pulgadas,19
2023-08-25,Monitor 24 pulgadas,24
2025-06-15,Procesador Ryzen 5,6
2023-11-06,Memoria RAM 16GB,13
2024-07-01,Laptop Dell Inspiron,2
2025-05-31,Memoria RAM 16GB,21
2023-07-14,Laptop Dell Inspiron,10
2024-03-12,Tarjeta Gráfica RTX 4060,5
2025-02-11,Procesador Ryzen 5,7
2026-01-28,Laptop Dell Inspiron,3
2024-07-19,Tarjeta Gráfica RTX 4060,4
2023-11-07,Monitor 24 pulgadas,6
2025-12-02,Laptop Dell Inspiron,3
2023-11-25,Procesador Ryzen 5,34
2023-11-20,Tarjeta Gráfica RTX 4060,26
2024-10-26,Procesador Ryzen 5,11
2024-02-24,Procesador Ryzen 5,12
2025-02-13,Monitor 24 pulgadas,6
2023-05-14,Tarjeta Gráfica RTX 4060,5
2024-09-12,Memoria RAM 16GB,18
2024-08-26,Tarjeta Gráfica RTX 4060,3
2025-10-17,Laptop Dell Inspiron,7
2023-07-01,Tarjeta Gráfica RTX 4060,7
2025-02-21,Tarjeta Gráfica RTX 4060,3
2024-09-09,Memoria RAM 16GB,15
2026-04-03,Laptop Dell Inspiron,10
2025-08-19,Memoria RAM 16GB,20
2025-05-12,Tarjeta Gráfica RTX 4060,3
2024-03-25,Procesador Ryzen 5,8
2024-04-14,Tarjeta Gráfica RTX 4060,4
2025-05-21,Monitor 24 pulgadas,5
2024-04-22,Monitor 24 pulgadas,7
2023-05-01,Procesador Ryzen 5,10
2023-04-21,Procesador Ryzen 5,11
2025-03-27,Procesador Ryzen 5,6
2025-04-27,Monitor 24 pulgadas,4
2025-01-25,Laptop Dell Inspiron,6
2024-09-27,Procesador Ryzen 5,14
2025-12-11,Memoria RAM 16GB,29
2023-12-28,Laptop Dell Inspiron,2
2026-02-21,Memoria RAM 16GB,17
2023-05-09,Monitor 24 pulgadas,5
2025-12-14,Monitor 24 pulgadas,23
2025-01-27,Monitor 24 pulgadas,4
2025-12-31,Laptop Dell Inspiron,4
2024-06-20,Memoria RAM 16GB,18
2023-05-08,Monitor 24 pulgadas,6
2023-05-05,Tarjeta Gráfica RTX 4060,5
2024-04-10,Procesador Ryzen 5,10
2024-07-23,Tarjeta Gráfica RTX 4060,2
2025-08-18,Memoria RAM 16GB,19
2023-04-25,Tarjeta Gráfica RTX 4060,1
2023-04-26,Procesador Ryzen 5,7
2023-05-10,Memoria RAM 16GB,17
2023-05-28,Memoria RAM 16GB,14
2025-08-22,Laptop Dell Inspiron,17
2025-06-07,Laptop Dell Inspiron,9
2023-08-06,Memoria RAM 16GB,13
2025-08-01,Monitor 24 pulgadas,10
2024-01-05,Laptop Dell Inspiron,5
2023-10-24,Memoria RAM 16GB,16
2025-08-01,Tarjeta Gráfica RTX 4060,7
2023-09-10,Procesador Ryzen 5,9
2025-05-18,Laptop Dell Inspiron,7
2024-06-13,Memoria RAM 16GB,17
2026-01-12,Laptop Dell Inspiron,2
2024-04-21,Procesador Ryzen 5,9
2023-05-26,Tarjeta Gráfica RTX 4060,5
2026-03-08,Procesador Ryzen 5,8
2024-12-12,Procesador Ryzen 5,26
2025-06-01,Monitor 24 pulgadas,5
2023-10-08,Monitor 24 pulgadas,8
2025-10-11,Monitor 24 pulgadas,8
2025-09-21,Laptop Dell Inspiron,2
2025-01-25,Procesador Ryzen 5,14
2025-01-20,Tarjeta Gráfica RTX 4060,4
2023-12-15,Procesador Ryzen 5,24
2026-01-26,Memoria RAM 16GB,13
2023-09-17,Monitor 24 pulgadas,4
2025-07-04,Monitor 24 pulgadas,11
2025-10-06,Monitor 24 pulgadas,5
2023-08-13,Laptop Dell Inspiron,5
2026-03-16,Tarjeta Gráfica RTX 4060,4
2025-01-05,Laptop Dell Inspiron,4
2023-09-06,Procesador Ryzen 5,8
2024-10-29,Procesador Ryzen 5,9
2025-05-20,Procesador Ryzen 5,7
2024-02-08,Laptop Dell Inspiron,5
2024-10-22,Laptop Dell Inspiron,3
2023-08-01,Monitor 24 pulgadas,9
2023-07-16,Tarjeta Gráfica RTX 4060,4
2026-01-24,Monitor 24 pulgadas,10
2024-08-26,Monitor 24 pulgadas,18
2025-04-04,Memoria RAM 16GB,18
2025-01-31,Monitor 24 pulgadas,10
2023-10-22,Memoria RAM 16GB,14
2024-05-09,Monitor 24 pulgadas,7
2023-11-29,Tarjeta Gráfica RTX 4060,29
2024-02-13,Procesador Ryzen 5,11
2023-07-06,Monitor 24 pulgadas,7
2024-08-07,Memoria RAM 16GB,17
2025-01-29,Laptop Dell Inspiron,7
2025-12-24,Laptop Dell Inspiron,18
2023-07-13,Procesador Ryzen 5,7
2023-12-08,Monitor 24 pulgadas,8
2025-12-19,Procesador Ryzen 5,26
2023-04-11,Procesador Ryzen 5,10
2023-11-02,Laptop Dell Inspiron,2
2023-09-06,Laptop Dell Inspiron,2
2024-11-08,Laptop Dell Inspiron,8
2024-08-01,Memoria RAM 16GB,15
2024-12-04,Monitor 24 pulgadas,9
2023-06-23,Monitor 24 pulgadas,8
2024-05-12,Memoria RAM 16GB,15
2023-07-23,Monitor 24 pulgadas,9
2026-02-23,Tarjeta Gráfica RTX 4060,0
2024-08-24,Tarjeta Gráfica RTX 4060,8
2025-02-12,Tarjeta Gráfica RTX 4060,4
2023-08-04,Tarjeta Gráfica RTX 4060,8
2025-10-02,Procesador Ryzen 5,9
2024-05-05,Procesador Ryzen 5,7
2025-01-11,Monitor 24 pulgadas,8
2023-10-12,Monitor 24 pulgadas,4
2025-04-05,Laptop Dell Inspiron,6
2024-11-08,Procesador Ryzen 5,9
2023-12-19,Memoria RAM 16GB,28
2024-07-21,Tarjeta Gráfica RTX 4060,2
2024-09-08,Procesador Ryzen 5,11
2025-04-20,Memoria RAM 16GB,18
2025-11-17,Procesador Ryzen 5,32
2024-08-07,Tarjeta Gráfica RTX 4060,3
2023-12-14,Procesador Ryzen 5,23
2023-11-21,Monitor 24 pulgadas,33
2023-04-08,Procesador Ryzen 5,14
2026-03-23,Laptop Dell Inspiron,4
2023-08-31,Memoria RAM 16GB,17
2023-11-16,Tarjeta Gráfica RTX 4060,26
2025-03-06,Memoria RAM 16GB,18
2024-01-29,Tarjeta Gráfica RTX 4060,2
2023-11-07,Procesador Ryzen 5,8
2024-10-09,Tarjeta Gráfica RTX 4060,0
2023-11-16,Memoria RAM 16GB,38
2023-12-08,Tarjeta Gráfica RTX 4060,7
2026-04-06,Memoria RAM 16GB,17
2024-06-28,Procesador Ryzen 5,12
2024-12-22,Procesador Ryzen 5,22
2025-06-16,Monitor 24 pulgadas,9
2023-05-26,Monitor 24 pulgadas,12
2024-08-29,Monitor 24 pulgadas,21
2024-07-23,Laptop Dell Inspiron,2
2023-11-05,Procesador Ryzen 5,6
2024-08-20,Monitor 24 pulgadas,20
2024-10-20,Procesador Ryzen 5,7
2025-12-18,Memoria RAM 16GB,33
2026-02-05,Memoria RAM 16GB,18
2024-01-14,Memoria RAM 16GB,17
2026-02-06,Tarjeta Gráfica RTX 4060,3
2023-07-22,Tarjeta Gráfica RTX 4060,4
2025-10-10,Laptop Dell Inspiron,9
2024-11-03,Memoria RAM 16GB,13
2026-01-16,Procesador Ryzen 5,10
2024-07-24,Monitor 24 pulgadas,5
2024-06-04,Monitor 24 pulgadas,9
2024-12-11,Laptop Dell Inspiron,22
2025-06-14,Monitor 24 pulgadas,9
2025-07-26,Monitor 24 pulgadas,10
2023-09-01,Monitor 24 pulgadas,19
2025-04-10,Tarjeta Gráfica RTX 4060,2
2023-08-27,Laptop Dell Inspiron,19
2023-04-30,Laptop Dell Inspiron,6
2024-12-27,Monitor 24 pulgadas,9
2024-10-24,Memoria RAM 16GB,18
2026-03-08,Tarjeta Gráfica RTX 4060,2
2024-10-02,Tarjeta Gráfica RTX 4060,4
2024-08-16,Tarjeta Gráfica RTX 4060,6
2025-08-28,Monitor 24 pulgadas,16
2024-09-19,Laptop Dell Inspiron,5
2025-06-09,Laptop Dell Inspiron,3
2024-01-16,Monitor 24 pulgadas,9
2025-12-06,Memoria RAM 16GB,17
2025-10-04,Monitor 24 pulgadas,9
2026-02-04,Memoria RAM 16GB,13
2024-05-10,Laptop Dell Inspiron,9
2024-09-11,Laptop Dell Inspiron,5
2024-01-08,Tarjeta Gráfica RTX 4060,5
2025-03-15,Tarjeta Gráfica RTX 4060,5
2024-09-21,Laptop Dell Inspiron,7
2025-11-07,Monitor 24 pulgadas,10
2025-07-01,Tarjeta Gráfica RTX 4060,4
2026-04-08,Monitor 24 pulgadas,6
2025-10-26,Laptop Dell Inspiron,4
2026-01-27,Tarjeta Gráfica RTX 4060,5
2023-10-29,Tarjeta Gráfica RTX 4060,0
2024-11-05,Memoria RAM 16GB,14
2023-06-05,Tarjeta Gráfica RTX 4060,2
2024-10-07,Laptop Dell Inspiron,3
2025-07-16,Laptop Dell Inspiron,7
2025-04-29,Monitor 24 pulgadas,8
2025-06-19,Procesador Ryzen 5,8
2023-05-10,Laptop Dell Inspiron,2
2023-12-24,Procesador Ryzen 5,26
2023-09-24,Memoria RAM 16GB,18
2024-11-10,Monitor 24 pulgadas,8
2025-12-07,Procesador Ryzen 5,7
2024-11-05,Monitor 24 pulgadas,6
2024-05-26,Memoria RAM 16GB,15
2023-09-04,Procesador Ryzen 5,14
2024-01-21,Procesador Ryzen 5,8
2024-01-03,Laptop Dell Inspiron,3
2025-01-10,Procesador Ryzen 5,13
2023-04-02,Procesador Ryzen 5,9
2023-08-24,Monitor 24 pulgadas,16
2025-12-10,Memoria RAM 16GB,30
2024-03-22,Laptop Dell Inspiron,5
2024-02-06,Laptop Dell Inspiron,5
2024-06-19,Laptop Dell Inspiron,5
2023-08-05,Procesador Ryzen 5,11
2023-11-07,Tarjeta Gráfica RTX 4060,1
2023-06-03,Laptop Dell Inspiron,7
2025-01-11,Laptop Dell Inspiron,8
2025-06-18,Monitor 24 pulgadas,5
2024-03-13,Tarjeta Gráfica RTX 4060,5
2024-07-30,Procesador Ryzen 5,8
2023-06-17,Memoria RAM 16GB,21
2026-01-07,Tarjeta Gráfica RTX 4060,3
2025-05-11,Procesador Ryzen 5,10
2023-12-02,Monitor 24 pulgadas,8
2026-02-04,Laptop Dell Inspiron,6
2025-12-01,Procesador Ryzen 5,8
2024-08-20,Memoria RAM 16GB,19
2025-08-10,Laptop Dell Inspiron,2
2023-09-03,Monitor 24 pulgadas,18
2024-11-14,Procesador Ryzen 5,7
2026-01-16,Monitor 24 pulgadas,10
2025-06-14,Procesador Ryzen 5,14
2025-12-29,Monitor 24 pulgadas,8
2024-10-02,Monitor 24 pulgadas,7
2024-02-28,Memoria RAM 16GB,14
2026-03-17,Monitor 24 pulgadas,6
2023-10-11,Laptop Dell Inspiron,2
2024-12-08,Tarjeta Gráfica RTX 4060,2
2025-12-13,Laptop Dell Inspiron,25
2025-11-08,Monitor 24 pulgadas,7
2023-05-29,Tarjeta Gráfica RTX 4060,3
2024-12-05,Memoria RAM 16GB,17
2024-07-14,Tarjeta Gráfica RTX 4060,0
2025-05-20,Memoria RAM 16GB,13
2025-12-06,Monitor 24 pulgadas,7
2025-11-29,Laptop Dell Inspiron,35
2025-10-12,Monitor 24 pulgadas,8
2025-03-18,Tarjeta Gráfica RTX 4060,2
2023-11-24,Monitor 24 pulgadas,32
2025-07-10,Tarjeta Gráfica RTX 4060,1
2024-10-14,Tarjeta Gráfica RTX 4060,2
2024-04-25,Tarjeta Gráfica RTX 4060,0
2023-10-01,Laptop Dell Inspiron,3
2025-01-21,Memoria RAM 16GB,17
2024-04-24,Tarjeta Gráfica RTX 4060,1
2025-01-22,Procesador Ryzen 5,9
2023-09-26,Memoria RAM 16GB,15
2026-01-22,Procesador Ryzen 5,10
2023-05-18,Procesador Ryzen 5,9
2024-01-17,Tarjeta Gráfica RTX 4060,2
2023-07-19,Procesador Ryzen 5,6
2023-09-29,Tarjeta Gráfica RTX 4060,7
2023-07-21,Tarjeta Gráfica RTX 4060,3
2026-02-14,Procesador Ryzen 5,11
2023-09-25,Memoria RAM 16GB,14
2024-03-17,Tarjeta Gráfica RTX 4060,2
2024-07-11,Memoria RAM 16GB,13
2024-11-19,Memoria RAM 16GB,39
2023-09-06,Tarjeta Gráfica RTX 4060,1
2024-10-09,Monitor 24 pulgadas,6
2025-03-02,Laptop Dell Inspiron,2
2023-05-21,Tarjeta Gráfica RTX 4060,4
2024-06-23,Monitor 24 pulgadas,5
2026-04-08,Tarjeta Gráfica RTX 4060,4
2025-08-15,Tarjeta Gráfica RTX 4060,7
2023-09-05,Laptop Dell Inspiron,16
2024-10-27,Monitor 24 pulgadas,4
2026-01-22,Laptop Dell Inspiron,6
2023-06-29,Monitor 24 pulgadas,9
2025-04-07,Tarjeta Gráfica RTX 4060,3
2026-03-06,Tarjeta Gráfica RTX 4060,4
2025-06-17,Monitor 24 pulgadas,5
2023-09-18,Tarjeta Gráfica RTX 4060,2
2025-02-13,Tarjeta Gráfica RTX 4060,5
2023-10-11,Memoria RAM 16GB,18
2023-07-04,Procesador Ryzen 5,7
2023-04-27,Laptop Dell Inspiron,7
2024-05-08,Memoria RAM 16GB,15
2023-04-06,Tarjeta Gráfica RTX 4060,1
2024-05-21,Monitor 24 pulgadas,6
2025-02-23,Monitor 24 pulgadas,5
2024-10-25,Procesador Ryzen 5,12
2025-04-05,Memoria RAM 16GB,19
2025-06-18,Memoria RAM 16GB,13
2023-11-20,Monitor 24 pulgadas,29
2023-04-06,Memoria RAM 16GB,14
2025-04-17,Procesador Ryzen 5,8
2025-07-06,Procesador Ryzen 5,11
2024-07-10,Tarjeta Gráfica RTX 4060,3
2023-08-20,Procesador Ryzen 5,10
2023-10-17,Monitor 24 pulgadas,7
2025-08-13,Memoria RAM 16GB,16
2025-04-07,Procesador Ryzen 5,10
2025-01-15,Laptop Dell Inspiron,5
2026-03-03,Laptop Dell Inspiron,2
2024-12-18,Laptop Dell Inspiron,21
2025-12-12,Procesador Ryzen 5,24
2024-09-21,Tarjeta Gráfica RTX 4060,3
2024-04-17,Procesador Ryzen 5,10
2023-05-11,Monitor 24 pulgadas,4
2024-03-28,Memoria RAM 16GB,13
2024-11-25,Laptop Dell Inspiron,29
2024-07-01,Procesador Ryzen 5,10
2023-04-17,Memoria RAM 16GB,16
2023-08-30,Procesador Ryzen 5,11
2024-06-28,Memoria RAM 16GB,21
2024-08-09,Procesador Ryzen 5,14
2024-11-14,Laptop Dell Inspiron,2
2025-05-30,Tarjeta Gráfica RTX 4060,4
2024-09-09,Procesador Ryzen 5,7
2024-04-28,Memoria RAM 16GB,13
2023-07-14,Tarjeta Gráfica RTX 4060,8
2024-10-13,Monitor 24 pulgadas,8
2023-07-23,Laptop Dell Inspiron,3
2025-10-29,Procesador Ryzen 5,7
2025-12-25,Monitor 24 pulgadas,5
2025-08-18,Tarjeta Gráfica RTX 4060,7
2025-02-25,Procesador Ryzen 5,10
2024-03-27,Memoria RAM 16GB,18
2023-06-30,Memoria RAM 16GB,19
2024-09-13,Laptop Dell Inspiron,10
2023-05-07,Procesador Ryzen 5,10
2024-09-02,Laptop Dell Inspiron,14
2024-04-26,Tarjeta Gráfica RTX 4060,7
2024-03-14,Tarjeta Gráfica RTX 4060,5
2026-01-18,Tarjeta Gráfica RTX 4060,4
2025-04-16,Tarjeta Gráfica RTX 4060,3
2024-01-03,Tarjeta Gráfica RTX 4060,1
2024-01-15,Procesador Ryzen 5,8
2024-07-15,Laptop Dell Inspiron,5
2023-12-03,Memoria RAM 16GB,16
2024-03-06,Memoria RAM 16GB,13
2026-02-01,Procesador Ryzen 5,6
2024-03-11,Procesador Ryzen 5,6
2023-07-06,Laptop Dell Inspiron,2
2025-02-05,Memoria RAM 16GB,15
2026-02-04,Monitor 24 pulgadas,8
2025-11-28,Procesador Ryzen 5,38
2024-06-29,Tarjeta Gráfica RTX 4060,7
2023-05-12,Monitor 24 pulgadas,8
2023-11-30,Procesador Ryzen 5,35
2025-09-29,Laptop Dell Inspiron,2
2024-11-26,Monitor 24 pulgadas,34
2025-11-23,Laptop Dell Inspiron,29
2024-07-16,Memoria RAM 16GB,15
2025-11-18,Laptop Dell Inspiron,28
2025-08-04,Tarjeta Gráfica RTX 4060,4
2026-01-01,Procesador Ryzen 5,7
2026-04-03,Tarjeta Gráfica RTX 4060,4
2025-12-22,Tarjeta Gráfica RTX 4060,18
2024-12-02,Tarjeta Gráfica RTX 4060,3
2024-01-03,Procesador Ryzen 5,9
2024-11-01,Tarjeta Gráfica RTX 4060,6
2026-03-25,Tarjeta Gráfica RTX 4060,3
2023-07-02,Procesador Ryzen 5,7
2023-09-17,Procesador Ryzen 5,6
2023-08-08,Laptop Dell Inspiron,5
2025-04-05,Monitor 24 pulgadas,12
2026-03-29,Monitor 24 pulgadas,6
2024-10-24,Laptop Dell Inspiron,4
2026-03-04,Laptop Dell Inspiron,4
2026-01-18,Procesador Ryzen 5,11
2024-10-15,Procesador Ryzen 5,8
2024-09-08,Laptop Dell Inspiron,6
2026-03-19,Tarjeta Gráfica RTX 4060,3
2025-04-18,Monitor 24 pulgadas,11
2023-09-04,Laptop Dell Inspiron,18
2025-10-21,Memoria RAM 16GB,16
2025-07-10,Monitor 24 pulgadas,8
2023-12-01,Memoria RAM 16GB,17
2025-03-29,Monitor 24 pulgadas,8
2024-07-03,Laptop Dell Inspiron,2
2025-09-24,Memoria RAM 16GB,15
2023-05-28,Procesador Ryzen 5,10
2023-06-19,Monitor 24 pulgadas,4
2024-07-06,Laptop Dell Inspiron,10
2026-02-27,Procesador Ryzen 5,12
2024-04-30,Memoria RAM 16GB,15
2023-04-21,Laptop Dell Inspiron,9
2023-11-05,Tarjeta Gráfica RTX 4060,1
2023-11-22,Monitor 24 pulgadas,32
2024-09-07,Monitor 24 pulgadas,10
2026-01-24,Procesador Ryzen 5,13
2023-09-16,Memoria RAM 16GB,18
2025-04-04,Monitor 24 pulgadas,7
2025-07-02,Monitor 24 pulgadas,5
2024-10-16,Tarjeta Gráfica RTX 4060,0
2024-09-12,Monitor 24 pulgadas,4
2025-02-07,Tarjeta Gráfica RTX 4060,4
2025-09-04,Memoria RAM 16GB,21
2023-10-13,Monitor 24 pulgadas,11
2025-05-20,Laptop Dell Inspiron,5
2024-11-20,Memoria RAM 16GB,41
2024-04-16,Procesador Ryzen 5,8
2024-10-15,Tarjeta Gráfica RTX 4060,4
2025-08-21,Procesador Ryzen 5,12
2025-03-21,Procesador Ryzen 5,11
2024-09-11,Memoria RAM 16GB,15
2023-09-11,Procesador Ryzen 5,6
2024-07-28,Procesador Ryzen 5,9
2024-02-11,Monitor 24 pulgadas,7
2025-09-05,Laptop Dell Inspiron,21
2023-05-10,Monitor 24 pulgadas,4
2024-11-30,Monitor 24 pulgadas,32
2023-11-27,Laptop Dell Inspiron,28
2024-08-02,Laptop Dell Inspiron,6
2026-02-24,Procesador Ryzen 5,11
2025-06-18,Laptop Dell Inspiron,5
2026-01-19,Procesador Ryzen 5,9
2024-10-09,Procesador Ryzen 5,11
2024-06-07,Monitor 24 pulgadas,7
2025-04-01,Tarjeta Gráfica RTX 4060,0
2025-02-19,Procesador Ryzen 5,7
2025-07-21,Laptop Dell Inspiron,2
2023-08-15,Memoria RAM 16GB,21
2023-10-16,Laptop Dell Inspiron,2
2025-10-26,Memoria RAM 16GB,17
2026-02-20,Memoria RAM 16GB,20
2023-11-17,Monitor 24 pulgadas,35
2025-05-26,Memoria RAM 16GB,15
2023-07-29,Memoria RAM 16GB,19
2023-12-27,Tarjeta Gráfica RTX 4060,3
2024-01-10,Memoria RAM 16GB,17
2024-12-02,Memoria RAM 16GB,18
2025-04-27,Procesador Ryzen 5,10
2025-05-27,Monitor 24 pulgadas,5
2024-08-07,Monitor 24 pulgadas,7
2024-12-27,Procesador Ryzen 5,11
2025-08-01,Memoria RAM 16GB,18
2024-04-10,Memoria RAM 16GB,16
2023-06-08,Tarjeta Gráfica RTX 4060,3
2024-05-30,Monitor 24 pulgadas,4
2024-09-15,Laptop Dell Inspiron,2
2024-12-01,Laptop Dell Inspiron,2
2024-01-17,Laptop Dell Inspiron,3
2025-09-15,Memoria RAM 16GB,14
2025-01-23,Tarjeta Gráfica RTX 4060,4
2025-05-14,Monitor 24 pulgadas,7
2023-08-16,Monitor 24 pulgadas,17
2024-06-04,Procesador Ryzen 5,11
2025-02-12,Procesador Ryzen 5,11
2023-12-23,Procesador Ryzen 5,27
2025-04-13,Procesador Ryzen 5,8
2025-03-19,Monitor 24 pulgadas,8
2024-12-21,Monitor 24 pulgadas,22
2025-02-15,Tarjeta Gráfica RTX 4060,5
2024-07-22,Monitor 24 pulgadas,6
2026-02-11,Memoria RAM 16GB,16
2025-07-09,Monitor 24 pulgadas,5
2024-08-11,Laptop Dell Inspiron,3
2024-12-21,Laptop Dell Inspiron,23
2025-03-26,Tarjeta Gráfica RTX 4060,5
2024-07-21,Laptop Dell Inspiron,3
2025-10-03,Monitor 24 pulgadas,12
2023-11-20,Laptop Dell Inspiron,27
2025-07-12,Laptop Dell Inspiron,8
2023-12-12,Procesador Ryzen 5,26
2025-07-19,Monitor 24 pulgadas,10
2025-02-20,Laptop Dell Inspiron,5
2023-11-03,Laptop Dell Inspiron,7
2024-07-03,Procesador Ryzen 5,11
2023-11-16,Laptop Dell Inspiron,31
2023-12-07,Tarjeta Gráfica RTX 4060,0
2024-07-07,Laptop Dell Inspiron,3
2023-08-23,Tarjeta Gráfica RTX 4060,8
2023-12-07,Monitor 24 pulgadas,7
2023-07-06,Memoria RAM 16GB,17
2023-06-27,Memoria RAM 16GB,16
2025-04-14,Monitor 24 pulgadas,6
2024-01-02,Monitor 24 pulgadas,5
2025-07-18,Tarjeta Gráfica RTX 4060,7
2023-06-20,Laptop Dell Inspiron,5
2024-04-21,Memoria RAM 16GB,17
2026-01-09,Laptop Dell Inspiron,9
2023-08-12,Tarjeta Gráfica RTX 4060,4
2025-09-21,Tarjeta Gráfica RTX 4060,1
2026-01-25,Tarjeta Gráfica RTX 4060,5
2025-04-15,Laptop Dell Inspiron,7
2023-11-06,Procesador Ryzen 5,8
2025-08-16,Memoria RAM 16GB,19
2025-08-11,Procesador Ryzen 5,6
2025-06-02,Memoria RAM 16GB,13
2024-03-31,Procesador Ryzen 5,9
2025-05-07,Monitor 24 pulgadas,5
2025-08-25,Memoria RAM 16GB,16
2023-10-18,Procesador Ryzen 5,6
2025-02-08,Monitor 24 pulgadas,11
2026-03-09,Procesador Ryzen 5,6
2023-07-17,Memoria RAM 16GB,18
2024-12-29,Procesador Ryzen 5,6
2024-04-14,Procesador Ryzen 5,11
2024-10-15,Laptop Dell Inspiron,3
2024-09-16,Procesador Ryzen 5,7
2025-09-20,Memoria RAM 16GB,18
2023-09-21,Monitor 24 pulgadas,9
2023-10-23,Tarjeta Gráfica RTX 4060,2
2024-01-02,Laptop Dell Inspiron,2
2023-11-01,Memoria RAM 16GB,13
2024-05-10,Memoria RAM 16GB,21
2024-07-17,Procesador Ryzen 5,9
2023-10-16,Procesador Ryzen 5,6
2025-04-06,Tarjeta Gráfica RTX 4060,2
2023-09-21,Procesador Ryzen 5,9
2023-10-24,Monitor 24 pulgadas,8
2024-08-14,Tarjeta Gráfica RTX 4060,4
2025-08-22,Memoria RAM 16GB,20
2026-04-03,Memoria RAM 16GB,19
2024-04-03,Monitor 24 pulgadas,9
2023-09-14,Monitor 24 pulgadas,4
2023-04-30,Memoria RAM 16GB,18
2025-07-12,Tarjeta Gráfica RTX 4060,5
2023-12-12,Tarjeta Gráfica RTX 4060,18
2024-01-16,Tarjeta Gráfica RTX 4060,3
2024-02-09,Monitor 24 pulgadas,12
2025-12-20,Tarjeta Gráfica RTX 4060,22
2023-06-27,Procesador Ryzen 5,11
2025-09-07,Memoria RAM 16GB,13
2024-12-11,Memoria RAM 16GB,28
2024-04-13,Memoria RAM 16GB,16
2024-02-12,Monitor 24 pulgadas,5
2024-02-16,Tarjeta Gráfica RTX 4060,8
2025-05-04,Procesador Ryzen 5,11
2025-02-16,Tarjeta Gráfica RTX 4060,2
2024-09-25,Tarjeta Gráfica RTX 4060,1
2025-11-26,Procesador Ryzen 5,31
2024-04-05,Memoria RAM 16GB,18
2025-02-09,Laptop Dell Inspiron,3
2024-02-03,Tarjeta Gráfica RTX 4060,8
2024-05-14,Monitor 24 pulgadas,5
2023-12-15,Tarjeta Gráfica RTX 4060,18
2026-02-16,Laptop Dell Inspiron,7
2026-04-11,Laptop Dell Inspiron,5
2023-10-21,Monitor 24 pulgadas,9
2026-03-11,Laptop Dell Inspiron,4
2025-11-24,Laptop Dell Inspiron,27
2026-02-21,Procesador Ryzen 5,11
2026-04-11,Monitor 24 pulgadas,10
2024-06-12,Procesador Ryzen 5,8
2025-07-18,Monitor 24 pulgadas,11
2024-06-09,Tarjeta Gráfica RTX 4060,3
2024-01-21,Laptop Dell Inspiron,4
2024-11-11,Tarjeta Gráfica RTX 4060,3
2024-03-13,Procesador Ryzen 5,6
2025-09-29,Tarjeta Gráfica RTX 4060,0
2025-08-07,Memoria RAM 16GB,14
2024-12-13,Monitor 24 pulgadas,22
2024-06-29,Procesador Ryzen 5,13
2024-09-22,Memoria RAM 16GB,15
2025-05-15,Procesador Ryzen 5,11
2023-05-26,Laptop Dell Inspiron,9
2024-03-06,Monitor 24 pulgadas,9
2023-06-13,Procesador Ryzen 5,10
2025-07-13,Procesador Ryzen 5,10
2025-11-22,Memoria RAM 16GB,43
2026-02-13,Procesador Ryzen 5,9
2024-08-22,Procesador Ryzen 5,13
2024-05-14,Tarjeta Gráfica RTX 4060,5
2024-12-11,Monitor 24 pulgadas,23
2023-12-29,Monitor 24 pulgadas,12
2024-12-25,Procesador Ryzen 5,7
2026-04-07,Monitor 24 pulgadas,6
2025-04-16,Procesador Ryzen 5,9
2025-02-13,Memoria RAM 16GB,15
2024-12-11,Tarjeta Gráfica RTX 4060,17
2024-07-14,Monitor 24 pulgadas,7
2023-04-10,Memoria RAM 16GB,16
2023-07-06,Tarjeta Gráfica RTX 4060,1
2023-12-08,Procesador Ryzen 5,9
2023-05-04,Procesador Ryzen 5,11
2023-10-02,Procesador Ryzen 5,10
2025-10-27,Laptop Dell Inspiron,6
2025-01-03,Memoria RAM 16GB,21
2025-04-10,Procesador Ryzen 5,9
